author,comment,likes,published_at,is_relevant
@alidon4424,Yahn to bhot museeb peson me chezin mil rin.,0,2022-10-22T08:25:07Z,True
@Faiza_Afzal,Public mai devaar ki taraf muun kr k khana ye to or b behtr hy 😂 khaty waqt bnda easy ho k khaa leta hy,0,2022-10-21T07:41:23Z,True
@shaypatrick2357,Kheer ko akhir may khana tha😁,0,2022-10-21T03:30:38Z,True
@aaqib_raza,Saqib bhai now you are my favourite food vloger.,1,2022-10-20T16:16:10Z,True
@alhidayah9117,I love inside Lahore ❤,0,2022-10-20T11:53:17Z,True
@ranaharis1374,Mashallah allah pak apko salamat bht achi lagi apki vdo or Lahore lohore ey.. 😊😊,0,2022-10-20T00:36:19Z,True
@azramalik4765,Iss shop k right side par lala ki roti ki shop hai..mera bachpan yaha guzra hai..Kamal k din thiey. love you Lahore,1,2022-10-19T20:56:58Z,True
@imranmoonis,Yarrrrr kabab khana hai idher se. I thought purana Lahore had died. Its still alive,0,2022-10-19T17:05:39Z,True
@TanveerAhmed-Vibes,We are family,0,2022-10-19T15:45:58Z,True
@malikzaman8087,Soooooooper kabab i m willing to taste them insha ALLAH  when ever i visit lahore.,0,2022-10-19T14:26:12Z,True
@kkbadshah7,sir please pin locations on google map... ab jo kbhi androon lahore nai gya woh kabab shop kaise dhunday,0,2022-10-19T14:00:48Z,True
@Abbas-mz2rk,Mashallah kya baaat ha ghar wallo ko kabi family bola na ho aur sare Pakistan jahilo 😅 family bol rahein bhai just for money ..,0,2022-10-19T12:41:37Z,True
@AbdulHadi-ms8of,Mitha hamesha khane se pehle khana  chahiye   bad mn khane se stomach upset ho jata hy,0,2022-10-19T12:06:28Z,True
@mohammadarslan1713,Jitni mehengai ho chuki hai na banda daal roti khane k liey bhi ro rha hota hai,0,2022-10-19T09:35:04Z,True
@Rememberme009,Khana bechanay walay k sath or waiters k sath baat nahi kerni chaheay q k us nay mask nahi pehna hota or boltay waqt sara thok us ka khanay wali chez per girta hae,0,2022-10-19T06:13:42Z,True
@darwaishsufi9727,I like your work brother. You are showing us classic food. ❣️,2,2022-10-19T06:03:50Z,True
@ammaryasir9982,Bohat ala videos hoti han apki. Mza hi ajata ha. Moo me pani b😋,0,2022-10-18T21:42:03Z,True
@wasifshabbir7059,mubeen bhai apke vlogs bhut ache hute kbgi jranwala visit kre apko quality food mile ga,0,2022-10-18T18:00:47Z,True
@Pak1947KHI,"I love Lahore....
Never been to Androon Lahore.
Hopefully aik din insha'Allah.",0,2022-10-18T10:44:37Z,True
@newnaatsindhi,Ahim point food rates hota he jisko ap cover kar rahe he good work,0,2022-10-18T09:40:20Z,True
@ChAslam-255,As usual nice and in-depth information about food,0,2022-10-18T04:12:40Z,True
@muhammaddar7336,Yum with watering mouth. I am from Canada. Insha Allah visit there. Good luck,1,2022-10-18T01:43:17Z,True
@SalmanSheikh-lr8fx,Ik request ha koi essence wali shop recommend kar dain lahore ki please mjhe bohat shouq ha lhr chakar lagta rehta ha I’ll try jo ap recommend karain g,0,2022-10-17T20:06:47Z,True
@SalmanSheikh-lr8fx,Saqib bhai rogan ka to taste hamain bhi agya ghar baitha 👍,0,2022-10-17T20:05:28Z,True
@UmarMinhas4121994,"Sunnat Nabi Saw ki wohi hoti hai Jo hamesha apnaye ho, arzi chez sunnat nhi",0,2022-10-17T18:29:02Z,True
@junaidjavaid8791,Khoto ki kami nai h lahore me🥲😂,0,2022-10-17T14:38:02Z,True
@peace1048,Mashalla seems nice. Makes me to go there and try all these foods,3,2022-10-17T09:11:30Z,True
@abaidullah9104,800 rupay kilo beef ho  tou phir 60 rupay mai tou gadhay ka keemay ka kabab he hoskta ha,0,2022-10-16T17:54:56Z,True
@toseefirepair8684,Molvi seedha meethy py para ha,0,2022-10-16T15:36:29Z,True
@Hassanraza9212,"6:20
Correction
HAZOOR S.A.W NE TARAWEEH BHI AIK HI BAAR PARHI THI, OR HAJJ BHI AIK HI BAR KIA THA... OR AESY BOHAT SE AMAL HAIN JO HAM BAR BAR KRTY HAIN, LEKIN HAZOOR NE AIK HI BAR KIA THA. PHR HAM TARAWEEH BAR BAR KU PRHTY HAIN?
PLZ SAHI GUIDE KIA KARAIN BROTHER.
ASAL MAIN ZYADTI HR CHEZ KI GHLT HAI",0,2022-10-16T15:22:10Z,True
@peace-up4oc,Mai khyber pakhtunkhwa se hu lekin jab bhi lahore jata hu tu waqai bohut pyar melta hai . Aur khano ki tu kya kehne .🥰,1,2022-10-16T14:43:22Z,True
@SheikhWaqar0497,AOA Saqib bhai thankew so much for sharing points for food lovers. Will try this kabab and karahi soon.,0,2022-10-16T03:03:30Z,True
@mueedabdul697,Apka bht Quality content hai . But Log pta ni kewn aesa real or quality content accept ni krty . Mery hisaab se ek wakt apky 500k hny chayeh thy.,0,2022-10-15T22:20:02Z,True
@shahmuradmuhammad6650,"Saqib bhai you need to go to nishat cafe lakshmi !!

Chanp taka tak
Gurda
Maghaz",0,2022-10-15T21:30:07Z,True
@ChArslan-o9r,Bhai g hmara cafe b expolre kra lord's cafe near ucp,0,2022-10-15T20:26:57Z,True
@omsh4939,At 16:30 the kebab guy wanted to give seekh to Saqib Mubeen,0,2022-10-15T19:51:57Z,True
@jijijiji6439,Khana khnay ply metha khana sonat ha. MAKKI HAJAZY SA SONA ITS ON YOUTUBE,0,2022-10-15T18:36:43Z,True
@hamzajan5996,Please give honest review. Ap k chakar ma pasa or time dono zaya howa,0,2022-10-15T16:55:36Z,True
@jawadahmad5607,Kutty ka ya khoty ka qeema ha jihil,0,2022-10-15T16:09:01Z,True
@awaisshahid8706,"Salaam @Saqib Mobeen bhai.. you are doing great work and i always love to watch your vidoes. Please make food vlog on best qeema wala in Lahore , bann plaster and chicken Tawa piece. I only know only best beef naan place in ichhra (five star naan shop).",0,2022-10-15T14:29:41Z,True
@mohdakmal2058,"Pakistani Lahore is comparatively same Indian city Delhi., Iam a Indian.",0,2022-10-15T14:22:21Z,True
@mohdakmal2058,"Now the Pakistani currency is low ,One Rs. Indian equal to3.5 Rs. Of Pakistani currency ,Indian currency mor than three time bigger than Pakistan, now in India Wheat flour atta price Rs 30 per kg.,",0,2022-10-15T14:18:49Z,True
@mohdakmal2058,In Indian currency half plate price approx.Rs.17 for half plate,0,2022-10-15T14:14:50Z,True
@drkamalakhtarakhtar6752,1967 main mai metric ki class  Pak Standard College mai evening class kay liye aata thaa aur us waqt baba jee khud rehri per moujood hotay thaay qulfi kay saath barfi bhe sale kartay thaay mai us waqt in say dono cheezay khata bohat maza aata thaa.,0,2022-10-15T14:04:37Z,True
@zakariarashel8964,"Sakib vaii I’m from Bangladesh 
I love ur food blog cz I’m a food lover 
Bangladesh jorurr anaa ❤❤❤",0,2022-10-15T12:44:16Z,True
@baljinderpalsingh1932,Bhaijaan kabaab theek se pakdhaa karen...kabaab kam aur kuchh aur jyaada lag rha tha....🤣🤣🤣,0,2022-10-15T12:25:35Z,True
@rajashoaib8793,Aoa Bhai AP ki video bohat achi Hoti Hain main AP ki video bohat Shok say dekhta houn Bhai humra b ek chanal hai cooking ka us ka name hai Cook Cure and Share plz Bhai is ki advotise kr dain mehrbani hai Bhai AP ki,0,2022-10-15T05:26:20Z,True
@naqashnawaz9071,BHAI MULTAN KA FOOD COVER KU NHI KR RHY 😢😬,0,2022-10-15T04:06:57Z,True
@nadeemakber1491,"Its not just food thats hidden gem, androon is a gem in itself.  Thanks for the wonderful exploration.",33,2022-10-14T23:54:55Z,True
@shujaatkhan7885,yeh kia gosht leta ho ga isay yeh nae pata k champ kahan hoti ha aur ran kahan :D,0,2022-10-14T21:54:08Z,True
@faiz.rasheedrasheed6069,Abkari Road anarkali par ata wali pori tari kari ya ga zaroo,0,2022-10-14T20:29:08Z,True
@zainjanjan4648,Salam saqib bhai plz ap jo mic use kar rahy hyn  s ki price or model kya hoga kindly zaror batayen thanks,0,2022-10-14T20:16:09Z,True
@shahidbali,I m your big fan i m form south africa,0,2022-10-14T20:05:53Z,True
@tasteandplace5480,Kabab wala banda asal androon lahori hy sahi khana banane wala,0,2022-10-14T18:38:11Z,True
@VillageTV,Lahori food 🍰🥝😋,1,2022-10-14T17:54:02Z,True
@TruthisLIFE-tf9xr,"I'm from Small Town in India....
Pure ghee Sweets are 350/kg 
And my Fav is Ajmeri Khavva....",0,2022-10-14T17:22:03Z,True
@informationvideos5193,Masha Allah G Mubarak ho 100k Yummy Food 😋,0,2022-10-14T12:31:01Z,True
@muhammadwaqar7829,Congratulations Saqib!  May your family grow like Pakistan’s inevitably growing population 😊😅,5,2022-10-14T12:18:26Z,True
@buttsully0079,Kbab k Sath sqqib bhai AP ki video b bohot awla👌,0,2022-10-14T12:05:56Z,True
@chandbhai7442,Congratulations  bhai for  100k or ap ny bilkul theak kha hmary nabi  to 3 3 din k faky  sy hoty thy,0,2022-10-14T11:39:06Z,True
@Quransays58,Saqib bhai ap samanabad gol chakkr k pass Al Khair ki sajji b try krain or review dain plz zzz 💤,0,2022-10-14T10:22:59Z,True
@Umerikram-lh5dq,Dehli gate key ander beef tawa kabab bi hai wo b bohet purani shop hai suba 11 sey ley ker raat 9 bajey tak hota hai jis din naga hoi machli key kabab hotey hai,1,2022-10-14T02:51:05Z,True
@Umerikram-lh5dq,Bahi shabo halwa puri ka b betya tha aap  dehli gate key start mey chay ki pati wali shops key pass jameel chney waley key pass jay wo b bohet purani shop hai mutton chaney b hai or jis din meet ka naga ho toe chiken chaney hotey hai bohet zaberdest taste hai,0,2022-10-14T02:37:29Z,True
@hardeepbrar8131,Looks like leenda (kebab),0,2022-10-14T01:53:32Z,True
@dirtyjeans76,Great video bhai make video on Naan (Qulchas) best qulchas in lahore thanks,0,2022-10-13T23:13:20Z,True
@ahsankhan248,"Congratulations 🎉❤ Saqib bhai, stay blessed with more success. AAMEEN. I am so glad to see you at the place which was near to my residence Rang Mahal. Missing Lahore😥 Love you❤",9,2022-10-13T22:43:59Z,True
@usmanlodhiusman9655,ma sargodha sa . ap na sargodha k food ka sahi haq nhi ada kea... khair ap lahore k defrnt hotles k buffet covr. krn,0,2022-10-13T22:09:04Z,True
@Aneesabuledi07,Bhai me apke sary video dekhti bht ache hote hai mashallah,0,2022-10-13T20:51:25Z,True
@hariskhan6001,Mobeen bhai very nice food com to shahdara lahore welcome,0,2022-10-13T20:38:56Z,True
@rezwandilawar,Saqib Sb. Mori gate mein Siddiq sweets hai. Best barfi nd paira Gajar ka halwa of Lahore. Must try it.,0,2022-10-13T18:30:40Z,True
@azeemdaewoo7082,congratulations Saqib Bhai. Love your content alot. Very few vloggers I trust in terms of TASTE. You are one of them. As I try to experience all those places that you show.,5,2022-10-13T17:52:40Z,True
@Zayduo,as SALAAM O ALAIKUM saqib bhai great videos aap se ek baat pochni thi .. ap itni jaga ka kahna kahtay hain kafi sari dishes .. aap ka pait kharab nhe hota .. agar hota hay to usk liye kia karte hain :) rehnumaye farmaye pls,0,2022-10-13T17:38:49Z,True
@goharwajid4286,"One of the best kebabs in Lahore. I used to eat there from 1980 to 1994. The old name of the shop was Haji Abdul Latif Kebab Shop. Then the father of Umar, Mr Abbas took over. There used to be Naan shop next to this shop. Time has changed but the taste of the Kebabs remain the same.",15,2022-10-13T17:13:37Z,True
@girishbhardwaj798,"Hey saquib,
Lahore is nostalgia 
We are Bhardwaj 1947 migrated from Lahore
Nice people 
Your videos i watch 
Nice people good hearted 
Humanity education nicely presented 
Hassan nisar i respect n follow 
Saquib good going",14,2022-10-13T16:17:56Z,True
@mirali7466,"Brother malai ni hota 
Balai  hote hai
Kese bhi chez k uper jo laher hote hai us ko balai  kehty hai",1,2022-10-13T14:41:31Z,True
@samadkhan8235,Saqib bhai congrats on 100k i was desperately waiting for ur 100k cuz u r doing great job and i used to watch most of ur videos,2,2022-10-13T14:28:39Z,True
@mominmansoorvlogs,"Ma Sha Allah! Bohat achi aur mazze ki video banaaye hai. Kebab, karahi, kheer aur baba ji ki kulfi, sab hi kemaal ki cheezien thi. I wish I could meet you but mein wapis USA a gya huwa hou. So phir kabhi sahi in sha Allah. Kher..great video thi as always. Apna bohat sa khyal rakhiye ga. Allah Hafiz 👋. Stayhealthyandbesafe 🙂.",0,2022-10-13T14:15:52Z,True
@ahmarhafeez4201,"Asalamalaikum brother.
TU pher app kee taraf say KHAPA Hoga.

Ahmar Hafeez Pakistan Lahore Karachi
Biryani wala",1,2022-10-13T14:08:06Z,True
@StreetFoodSection,"Lahori khano ki bat hi alag he, Saqib bhai Karachi aen apko chatpati Biryani khilate hen 😜",0,2022-10-13T13:58:10Z,True
@34umer,very nice and yummy vlog and congrats for 100k... keep up the good work...,6,2022-10-13T13:40:57Z,True
@hasanrana9167,"Plz advise jedda lassi to give lassi in steel or copper glasses. Who told him to give lassi in plastic glasses. We like steel or copper. 
Or he can give lassi in both plastic and steel or copper glasses and let the costumors decide what they take.
He can give in plastic glass to those who want take it to home or far away from shop. But those who want to drink lassi at shop they must get steel or copper glass like it was before. There is no taste or swag in plastic glass.",1,2022-10-13T13:34:42Z,True
@ahsyed1830,"Saqib bhai i have a recommendation - there is a kabab maker at mcleod road, just opposite to Lahore hotel - the unique thing of that guy is that he makes kababs on a grill and does not use SEEKH - but his kababs are out class.  If you can cover his kababs, you will love them of course.",9,2022-10-13T13:31:30Z,True
@ahsyed1830,congratulations Saqib - best wishes and prayers for your success.  Insha'Allah you will cross one million family members soon 😁,9,2022-10-13T13:25:26Z,True
@mujtabasba,Jab apne ne karachi walon k sath jab VLog banaya to usme aapne khud khedia k bhai Karachi ki khane zyda behter hain to Ap ko itni mirchain q lagin jab Moin Ali ne wohi baat khedi.. Hairat hai bhai....,1,2022-10-13T13:21:36Z,True
@hashimagha3831,jis tarah ki harkatay kar rahayin hain lagta nahi hay ke mutton hay or wo bhi lahore me,0,2025-08-19T09:57:26Z,True
@Talkingeyes11,watching your video from Canada and loved your video very well made and explained and of course the food is yummy may Allah give lot of success to your work and keep you both in his blessings Ameen,0,2025-08-08T17:16:29Z,True
@UsmanGani-b1u,Tell this idiot to eat things properly or leave  food vlogs. Insulting delicacies of pakistan .,0,2025-08-06T09:11:29Z,True
@MandeepSingh-Mrdee1984,Sada lehnda punjab 😢 kaash border na hunda asi sidha lahore tkk jande ghumn,1,2025-04-16T16:17:55Z,True
@emperoruler,"Donky Paye"" Paya😅 enjoy very Hard energy😂😅",0,2025-04-05T09:15:41Z,True
@emperoruler,"Watch out meat"" khota"" is halal😂😅😂who say Haram😂khote",0,2025-04-05T09:14:43Z,True
@chandanaadvani935,Kitni gandagi hai lahore mei,0,2025-03-12T10:30:30Z,True
@MexiHoney17,"Yum! Watching from California, US 🫶🏼",0,2025-02-03T10:39:45Z,True
@ijazarif1883,Lahore Lahore ay … oh bhai Lahore has very ordinary taste. Lahoris just eat. When it comes to taste you can’t beat Karachi ….,0,2025-01-20T03:24:59Z,True
@meow_op,Amazing but lassi walo ko gloves use krne chahiye😊,0,2025-01-06T06:18:01Z,True
@muhammadfaizan6840,"You both are amazing guys❤❤❤ 
WELCOME to Lahore Abdul Malik Fareed bhai...  

Stay Blessed❤❤",0,2024-12-11T10:04:30Z,True
@vijaysingh-dr5ke,Yesa khana setano ka hota hai insano ka nhi aapka beta aydh aaya kisi ka beta kha rahe ho usko bhi dekho😂😂😂,0,2024-11-28T10:47:28Z,True
@ScaryharrY001,Pak hai to india ke hi jeisa.. divided by borders but also united by food and music… india ki taraf se bahut sara pyar ❤,0,2024-11-26T06:20:49Z,True
@meergaming15,150 sall pakistan ko bh bany nh hoy lahori street food khn sy aya😂😂😂,0,2024-11-05T16:06:37Z,True
@AliShikra-j6x,Bhi mera Hotel bi visit kare,0,2024-10-29T14:51:59Z,True
@AliShikra-j6x,Bhi mera Hotel bi visit kare,0,2024-10-29T14:51:42Z,True
@aleemanwar2156,What you are eating is not only unhygienic but also very detrimental to health because of high cholesterol and unsaturated fats.,0,2024-10-27T14:56:09Z,True
@FaraattaTv,Lahore da food 😍🔥,0,2024-10-27T03:31:31Z,True
@AshfaqAhmad-g6l,I miss Lahore,1,2024-10-15T17:06:52Z,True
@MR-mw4cy,"The worst part of Pakistanis foods are like north indians, they using bare hands to handle and prepare the foods 🤮",0,2024-10-14T05:12:29Z,True
@Sheisgamer...,Ab idr khara nh howa jata itna rush ho gia or inka rawaiya b bdl chuka,0,2024-10-10T12:16:40Z,True
@rajuprasad9282,Guys this Raju from INDIA (Delhi )🇮🇳  and I Love ❤ Lahore Chane kabhi mujhe agar mauka mile too mai jarur aap logo ke sath Lahore Chane khana pasand karunga 😋,0,2024-10-06T18:02:34Z,True
@RoamwithStrom,iam from maharshtra india...nd i just love pakistani street food...,0,2024-09-11T08:29:18Z,True
@MohAzam-m4h,Jayday ki lassi is moved,0,2024-09-10T17:18:29Z,True
@MohAzam-m4h,I like da road because in summer we get little road flavour in food,0,2024-09-10T17:16:22Z,True
@ForbesAquaguard,Lahore Hindustan ka hissa hote hote bach gaya tha division ke time pe 😢,1,2024-09-06T02:41:10Z,True
@AndroonArcade,If you visit androon again then try Channay of Desi Murgh outside bhati gate Opposite of Jazz Frenchise,0,2024-09-02T14:48:54Z,True
@crackstudio2434,Bhai .....India me aisa breakfast kyun nehi milta,0,2024-08-31T16:54:43Z,True
@saadhuphoenix-lj5nc,❤❤❤❤❤ from indian brother... mashah Allah... love Pakistan food ...,0,2024-08-29T09:28:13Z,True
@montibhai8208,On the name of food only meal of innocent animals,2,2024-08-11T05:42:25Z,True
@SujitKumar-cs5ul,Lahore se accha to hamara city h,0,2024-08-10T17:31:49Z,True
@gurvinderbrar593,Gandi nalli ke upper kaisa feel hota hoga ye log hi enjoy kar sakte hain,0,2024-08-05T16:17:20Z,True
@hussainahmad5900,Jeeda lassi ♥️,0,2024-07-15T01:24:53Z,True
@Kumar-g3b,Chod mara Lahore after 15 Aug,0,2024-07-08T10:35:21Z,True
@Mr.Salman_Pathan,31:02 😣 Bhai thoda Hygiene ka khyal bhi krle,0,2024-07-07T14:54:04Z,True
